物件_カテゴリ,物件_物件名,物件_住所,物件_アクセス1,物件_アクセス2,物件_アクセス3,物件_築年数_年,物件_階数,物件_階,物件_家賃_万円,物件_管理費_万円,物件_敷金_万円,物件_礼金_万円,物件_間取,物件_面積_m2,物件_URL,物件_緯度,物件_経度,地区_住所,地区_区分,地区_グループ,地区_ブロック,地区_コード,公園_最寄り,公園_最寄り_距離_m,公園_最寄り_徒歩_分,公園_住所,公園_設備,公園_緯度,公園_経度,保育園_最寄り,保育園_最寄り_距離_m,保育園_最寄り_徒歩_分,保育園_分類,保育園_住所,保育園_URL,保育園_緯度,保育園_経度,幼稚園_最寄り,幼稚園_最寄り_距離_m,幼稚園_最寄り_徒歩_分,幼稚園_分類,幼稚園_住所,幼稚園_URL,幼稚園_緯度,幼稚園_経度,小学校_最寄り,小学校_最寄り_距離_m,小学校_最寄り_徒歩_分,小学校_生徒数_人,小学校_教員数_人,小学校_クラス数_単位生徒数,小学校_住所,小学校_アクセス,小学校_URL,小学校_緯度,小学校_経度,病院_最寄り,病院_最寄り_距離_m,病院_最寄り_徒歩_分,病院_住所,病院_科,病院_緯度,病院_経度,スーパー_最寄り,スーパー_最寄り_距離_m,スーパー_最寄り_徒歩_分,スーパー_住所,スーパー_緯度,スーパー_経度,コンビニ_最寄り,コンビニ_最寄り_距離_m,コンビニ_最寄り_徒歩_分,コンビニ_住所,コンビニ_経度,コンビニ_緯度
賃貸一戸建て,クレール中之島IV,和歌山県和歌山市中之島,ＪＲ阪和線/紀伊中ノ島駅 歩5分,ＪＲ紀勢本線/紀和駅 歩10分,ＪＲ紀勢本線/和歌山駅 歩15分,0,2階建,1-2階,13.0,0.0,13.0,26.0,3LDK,97.7,https://suumo.jp/chintai/jnc_000082485296/?bc=100333771764,34.2417354,135.1857186,和歌山県和歌山市中之島,中之島地区,第9ブロック,中心部地域,1,天王緑地,170,0,和歌山県和歌山市中之島503-8,紀伊中ノ島駅から徒歩5分の場所にある公園です。大きな船をモチーフにした複合遊具が設置され、カラフルな色合いと様々な仕掛けにワクワクします。床も複合遊具の周...,34.2423641,135.187476,きわ保育園,330,1,社会福祉法人,和歌山県和歌山市中之島９６９－１０,https://www.gaccom.jp/nurseryschool-18701.html,34.2447102,135.1861886,和歌山市立中之島幼稚園,330,1,公立,和歌山県和歌山市中之島１４９５,https://www.gaccom.jp/kindergarten-9783.html,34.23885,135.1869256,中之島小学校,230,1,271,21,15学級/平均18.1人,和歌山市中之島１４９１番地,紀和駅から479m,https://www.gaccom.jp/schools-22491.html,34.2396208,135.1857829,角谷整形外科病院,680,3,和歌山県和歌山市吉田337,リハビリテーション科整形外科麻酔科放射線科リウマチ科形成外科内科循環器科,34.2368235,135.1901466,オークワ 和歌山中之島店,510,2,和歌山県和歌山市納定104,34.2382847,135.1893872,セブンイレブン 和歌山向芝店,520,2,和歌山県和歌山市中之島2242番,135.1849025,34.237039
賃貸マンション,Ｍ・メゾン黒田,和歌山県和歌山市黒田,ＪＲ和歌山線/和歌山駅 歩8分,ＪＲ阪和線/和歌山駅 歩8分,ＪＲ紀勢本線/和歌山駅 歩8分,30,4階建,3階,11.0,0.5,0.0,11.0,4LDK,121.6,https://suumo.jp/chintai/jnc_000084275230/?bc=100333578136,34.2371582,135.1950827,和歌山県和歌山市黒田,宮北地区,第6ブロック,中心部地域,1,宮北公園,0,0,和歌山県和歌山市和歌山市黒田,"和歌山市の宮北公園は、夏期限定で無料の幼児用プールが開放される公園です。プールにはクジラの幼児用すべり台もついていて、子供たちは大興奮！
公園の中心には...",34.2371582,135.1950827,宮北保育所,190,0,市区町村,和歌山県和歌山市黒田３５４－１,https://www.gaccom.jp/nurseryschool-18676.html,34.2389183,135.1954668,和歌山市立中之島幼稚園,770,3,公立,和歌山県和歌山市中之島１４９５,https://www.gaccom.jp/kindergarten-9783.html,34.23885,135.1869256,宮北小学校,300,1,163,14,8学級/平均20.4人,和歌山市納定２１番地,和歌山駅から582m,https://www.gaccom.jp/schools-22483.html,34.2378995,135.1918407,角谷リハビリテーション病院,330,1,和歌山県和歌山市納定10-1,内科脳神経外科整形外科放射線科リハビリテーション科循環器科,34.23728,135.1914191,プライスカットヒラマツ 黒田店,160,0,和歌山県和歌山市黒田193-18,34.2382168,135.193852,セブンイレブン 和歌山黒田店,110,0,和歌山県和歌山市黒田177番7,135.1953521,34.2361855
賃貸マンション,ＨＩＲＡＴＡ　ＥＡＳＴ,和歌山県和歌山市黒田,ＪＲ和歌山線/和歌山駅 歩14分,ＪＲ阪和線/和歌山駅 歩14分,ＪＲ紀勢本線/和歌山駅 歩14分,13,3階建,3階,13.6,0.8,13.6,40.8,3LDK,90.42,https://suumo.jp/chintai/jnc_000083379953/?bc=100333905119,34.2371582,135.1950827,和歌山県和歌山市黒田,宮北地区,第6ブロック,中心部地域,1,宮北公園,0,0,和歌山県和歌山市和歌山市黒田,"和歌山市の宮北公園は、夏期限定で無料の幼児用プールが開放される公園です。プールにはクジラの幼児用すべり台もついていて、子供たちは大興奮！
公園の中心には...",34.2371582,135.1950827,宮北保育所,190,0,市区町村,和歌山県和歌山市黒田３５４－１,https://www.gaccom.jp/nurseryschool-18676.html,34.2389183,135.1954668,和歌山市立中之島幼稚園,770,3,公立,和歌山県和歌山市中之島１４９５,https://www.gaccom.jp/kindergarten-9783.html,34.23885,135.1869256,宮北小学校,300,1,163,14,8学級/平均20.4人,和歌山市納定２１番地,和歌山駅から582m,https://www.gaccom.jp/schools-22483.html,34.2378995,135.1918407,角谷リハビリテーション病院,330,1,和歌山県和歌山市納定10-1,内科脳神経外科整形外科放射線科リハビリテーション科循環器科,34.23728,135.1914191,プライスカットヒラマツ 黒田店,160,0,和歌山県和歌山市黒田193-18,34.2382168,135.193852,セブンイレブン 和歌山黒田店,110,0,和歌山県和歌山市黒田177番7,135.1953521,34.2361855
賃貸マンション,ＨＩＲＡＴＡ　ＥＡＳＴ,和歌山県和歌山市黒田,ＪＲ和歌山線/和歌山駅 歩14分,ＪＲ阪和線/和歌山駅 歩14分,ＪＲ紀勢本線/和歌山駅 歩14分,13,3階建,2階,13.6,0.8,13.6,40.8,3LDK,90.42,https://suumo.jp/chintai/jnc_000080659737/?bc=100318043660,34.2371582,135.1950827,和歌山県和歌山市黒田,宮北地区,第6ブロック,中心部地域,1,宮北公園,0,0,和歌山県和歌山市和歌山市黒田,"和歌山市の宮北公園は、夏期限定で無料の幼児用プールが開放される公園です。プールにはクジラの幼児用すべり台もついていて、子供たちは大興奮！
公園の中心には...",34.2371582,135.1950827,宮北保育所,190,0,市区町村,和歌山県和歌山市黒田３５４－１,https://www.gaccom.jp/nurseryschool-18676.html,34.2389183,135.1954668,和歌山市立中之島幼稚園,770,3,公立,和歌山県和歌山市中之島１４９５,https://www.gaccom.jp/kindergarten-9783.html,34.23885,135.1869256,宮北小学校,300,1,163,14,8学級/平均20.4人,和歌山市納定２１番地,和歌山駅から582m,https://www.gaccom.jp/schools-22483.html,34.2378995,135.1918407,角谷リハビリテーション病院,330,1,和歌山県和歌山市納定10-1,内科脳神経外科整形外科放射線科リハビリテーション科循環器科,34.23728,135.1914191,プライスカットヒラマツ 黒田店,160,0,和歌山県和歌山市黒田193-18,34.2382168,135.193852,セブンイレブン 和歌山黒田店,110,0,和歌山県和歌山市黒田177番7,135.1953521,34.2361855
賃貸マンション,ＨＩＲＡＴＡ　ＮＯＲＴＨ,和歌山県和歌山市黒田,ＪＲ阪和線/和歌山駅 歩16分,ＪＲ和歌山線/和歌山駅 歩16分,ＪＲ紀勢本線/和歌山駅 歩16分,10,9階建,7階,13.6,0.8,13.6,40.8,3LDK,90.96,https://suumo.jp/chintai/jnc_000058339415/?bc=100327342025,34.2371582,135.1950827,和歌山県和歌山市黒田,宮北地区,第6ブロック,中心部地域,1,宮北公園,0,0,和歌山県和歌山市和歌山市黒田,"和歌山市の宮北公園は、夏期限定で無料の幼児用プールが開放される公園です。プールにはクジラの幼児用すべり台もついていて、子供たちは大興奮！
公園の中心には...",34.2371582,135.1950827,宮北保育所,190,0,市区町村,和歌山県和歌山市黒田３５４－１,https://www.gaccom.jp/nurseryschool-18676.html,34.2389183,135.1954668,和歌山市立中之島幼稚園,770,3,公立,和歌山県和歌山市中之島１４９５,https://www.gaccom.jp/kindergarten-9783.html,34.23885,135.1869256,宮北小学校,300,1,163,14,8学級/平均20.4人,和歌山市納定２１番地,和歌山駅から582m,https://www.gaccom.jp/schools-22483.html,34.2378995,135.1918407,角谷リハビリテーション病院,330,1,和歌山県和歌山市納定10-1,内科脳神経外科整形外科放射線科リハビリテーション科循環器科,34.23728,135.1914191,プライスカットヒラマツ 黒田店,160,0,和歌山県和歌山市黒田193-18,34.2382168,135.193852,セブンイレブン 和歌山黒田店,110,0,和歌山県和歌山市黒田177番7,135.1953521,34.2361855
賃貸マンション,わかやま電鉄貴志川線 田中口駅 10階建 築12年,和歌山県和歌山市太田2,わかやま電鉄貴志川線/田中口駅 歩8分,ＪＲ阪和線/和歌山駅 歩9分,わかやま電鉄貴志川線/日前宮駅 歩11分,12,10階建,6階,11.0,0.8,11.0,33.0,3LDK,81.0,https://suumo.jp/chintai/jnc_000084092381/?bc=100347105384,34.2313063,135.195668,和歌山県和歌山市太田2,宮地区,第6ブロック,中心部地域,1,太田第1公園,270,1,和歌山県和歌山市太田550-3,和歌山市の住宅街の中にある公園です。遊具や夏にオープンする幼児プールのあるゾーンと芝生のゾーンに分かれています。春には桜の木も植えられているのでお花見もで...,34.22933450000001,135.197424,宮保育所,340,1,市区町村,和歌山県和歌山市太田４丁目５番－２０,https://www.gaccom.jp/nurseryschool-18697.html,34.2291934,135.1984352,日前幼稚園,730,3,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,太田小学校,270,1,344,21,14学級/平均24.6人,和歌山市太田６３６,和歌山駅から697m,https://www.gaccom.jp/schools-22521.html,34.22933450000001,135.197424,角谷リハビリテーション病院,760,3,和歌山県和歌山市納定10-1,内科脳神経外科整形外科放射線科リハビリテーション科循環器科,34.23728,135.1914191,ザ・ロウズ 太田店,480,2,和歌山県和歌山市太田100-1,34.2271901,135.1938453,ローソン 和歌山太田一丁目店,200,1,和歌山県和歌山市太田1-4-18,135.1937291,34.2304425
賃貸マンション,ＨＩＲＡＴＡ　ＳＯＵＴＨ,和歌山県和歌山市太田2,ＪＲ阪和線/和歌山駅 歩10分,ＪＲ紀勢本線/和歌山駅 歩10分,ＪＲ和歌山線/和歌山駅 歩10分,12,10階建,6階,11.0,0.8,11.0,33.0,3LDK,81.0,https://suumo.jp/chintai/jnc_000084092379/?bc=100333904922,34.2313063,135.195668,和歌山県和歌山市太田2,宮地区,第6ブロック,中心部地域,1,太田第1公園,270,1,和歌山県和歌山市太田550-3,和歌山市の住宅街の中にある公園です。遊具や夏にオープンする幼児プールのあるゾーンと芝生のゾーンに分かれています。春には桜の木も植えられているのでお花見もで...,34.22933450000001,135.197424,宮保育所,340,1,市区町村,和歌山県和歌山市太田４丁目５番－２０,https://www.gaccom.jp/nurseryschool-18697.html,34.2291934,135.1984352,日前幼稚園,730,3,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,太田小学校,270,1,344,21,14学級/平均24.6人,和歌山市太田６３６,和歌山駅から697m,https://www.gaccom.jp/schools-22521.html,34.22933450000001,135.197424,角谷リハビリテーション病院,760,3,和歌山県和歌山市納定10-1,内科脳神経外科整形外科放射線科リハビリテーション科循環器科,34.23728,135.1914191,ザ・ロウズ 太田店,480,2,和歌山県和歌山市太田100-1,34.2271901,135.1938453,ローソン 和歌山太田一丁目店,200,1,和歌山県和歌山市太田1-4-18,135.1937291,34.2304425
賃貸マンション,ＨＩＲＡＴＡ　ＳＯＵＴＨ,和歌山県和歌山市太田2,ＪＲ阪和線/和歌山駅 歩10分,ＪＲ紀勢本線/和歌山駅 歩10分,ＪＲ和歌山線/和歌山駅 歩10分,12,10階建,9階,11.3,0.8,11.3,33.9,3LDK,81.0,https://suumo.jp/chintai/jnc_000084092380/?bc=100310416317,34.2313063,135.195668,和歌山県和歌山市太田2,宮地区,第6ブロック,中心部地域,1,太田第1公園,270,1,和歌山県和歌山市太田550-3,和歌山市の住宅街の中にある公園です。遊具や夏にオープンする幼児プールのあるゾーンと芝生のゾーンに分かれています。春には桜の木も植えられているのでお花見もで...,34.22933450000001,135.197424,宮保育所,340,1,市区町村,和歌山県和歌山市太田４丁目５番－２０,https://www.gaccom.jp/nurseryschool-18697.html,34.2291934,135.1984352,日前幼稚園,730,3,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,太田小学校,270,1,344,21,14学級/平均24.6人,和歌山市太田６３６,和歌山駅から697m,https://www.gaccom.jp/schools-22521.html,34.22933450000001,135.197424,角谷リハビリテーション病院,760,3,和歌山県和歌山市納定10-1,内科脳神経外科整形外科放射線科リハビリテーション科循環器科,34.23728,135.1914191,ザ・ロウズ 太田店,480,2,和歌山県和歌山市太田100-1,34.2271901,135.1938453,ローソン 和歌山太田一丁目店,200,1,和歌山県和歌山市太田1-4-18,135.1937291,34.2304425
賃貸マンション,Atlantis,和歌山県和歌山市太田2,ＪＲ阪和線/和歌山駅 歩4分,わかやま電鉄貴志川線/田中口駅 歩10分,ＪＲ紀勢本線/和歌山駅 歩4分,10,9階建,9階,11.5,0.8,34.5,34.5,3LDK,80.56,https://suumo.jp/chintai/jnc_000066251310/?bc=100322871612,34.2313063,135.195668,和歌山県和歌山市太田2,宮地区,第6ブロック,中心部地域,1,太田第1公園,270,1,和歌山県和歌山市太田550-3,和歌山市の住宅街の中にある公園です。遊具や夏にオープンする幼児プールのあるゾーンと芝生のゾーンに分かれています。春には桜の木も植えられているのでお花見もで...,34.22933450000001,135.197424,宮保育所,340,1,市区町村,和歌山県和歌山市太田４丁目５番－２０,https://www.gaccom.jp/nurseryschool-18697.html,34.2291934,135.1984352,日前幼稚園,730,3,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,太田小学校,270,1,344,21,14学級/平均24.6人,和歌山市太田６３６,和歌山駅から697m,https://www.gaccom.jp/schools-22521.html,34.22933450000001,135.197424,角谷リハビリテーション病院,760,3,和歌山県和歌山市納定10-1,内科脳神経外科整形外科放射線科リハビリテーション科循環器科,34.23728,135.1914191,ザ・ロウズ 太田店,480,2,和歌山県和歌山市太田100-1,34.2271901,135.1938453,ローソン 和歌山太田一丁目店,200,1,和歌山県和歌山市太田1-4-18,135.1937291,34.2304425
賃貸一戸建て,わかやま電鉄貴志川線 田中口駅 2階建 築59年,和歌山県和歌山市有家,わかやま電鉄貴志川線/田中口駅 歩8分,わかやま電鉄貴志川線/日前宮駅 歩8分,ＪＲ阪和線/和歌山駅 歩17分,59,2階建,2階,5.2,0.0,0.0,5.2,7K,118.68,https://suumo.jp/chintai/jnc_000085597968/?bc=100347571054,34.2237364,135.1997655,和歌山県和歌山市有家,宮地区,第6ブロック,中心部地域,1,和歌山東公園,510,2,和歌山県和歌山市北出島133,"和歌山東公園は、充実のスポーツ施設を有する都市公園です。市民球場や体育館など、スポーツを楽しむ多くの人々が訪れます。
また、スポーツ施設だけでなく、市民...",34.2194075,135.1977426,宮保育所,610,3,市区町村,和歌山県和歌山市太田４丁目５番－２０,https://www.gaccom.jp/nurseryschool-18697.html,34.2291934,135.1984352,日前幼稚園,520,2,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,620,3,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,向陽病院,430,2,和歌山県和歌山市津秦40,泌尿器科リハビリテーション科外科内科脳神経外科放射線科整形外科消化器科循環器科,34.2229023,135.2043809,ザ・ロウズ 太田店,660,3,和歌山県和歌山市太田100-1,34.2271901,135.1938453,セブンイレブン 和歌山津秦店,510,2,和歌山県和歌山市津秦169-2,135.2044551,34.2211568
賃貸一戸建て,有家戸建,和歌山県和歌山市有家,わかやま電鉄貴志川線/田中口駅 歩8分,わかやま電鉄貴志川線/日前宮駅 歩8分,ＪＲ阪和線/和歌山駅 歩17分,59,2階建,2階,5.2,0.0,0.0,5.2,7K,118.68,https://suumo.jp/chintai/jnc_000085597967/?bc=100347464831,34.2237364,135.1997655,和歌山県和歌山市有家,宮地区,第6ブロック,中心部地域,1,和歌山東公園,510,2,和歌山県和歌山市北出島133,"和歌山東公園は、充実のスポーツ施設を有する都市公園です。市民球場や体育館など、スポーツを楽しむ多くの人々が訪れます。
また、スポーツ施設だけでなく、市民...",34.2194075,135.1977426,宮保育所,610,3,市区町村,和歌山県和歌山市太田４丁目５番－２０,https://www.gaccom.jp/nurseryschool-18697.html,34.2291934,135.1984352,日前幼稚園,520,2,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,620,3,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,向陽病院,430,2,和歌山県和歌山市津秦40,泌尿器科リハビリテーション科外科内科脳神経外科放射線科整形外科消化器科循環器科,34.2229023,135.2043809,ザ・ロウズ 太田店,660,3,和歌山県和歌山市太田100-1,34.2271901,135.1938453,セブンイレブン 和歌山津秦店,510,2,和歌山県和歌山市津秦169-2,135.2044551,34.2211568
賃貸アパート,メルローズ津秦,和歌山県和歌山市津秦,わかやま電鉄貴志川線/神前駅 歩12分,わかやま電鉄貴志川線/日前宮駅 歩15分,わかやま電鉄貴志川線/竈山駅 歩20分,29,2階建,1階,7.55,0.33,0.0,0.0,4LDK,106.88,https://suumo.jp/chintai/jnc_000084098244/?bc=100347112374,34.2214456,135.2044487,和歌山県和歌山市津秦,宮地区,第6ブロック,中心部地域,1,和歌山東公園,650,3,和歌山県和歌山市北出島133,"和歌山東公園は、充実のスポーツ施設を有する都市公園です。市民球場や体育館など、スポーツを楽しむ多くの人々が訪れます。
また、スポーツ施設だけでなく、市民...",34.2194075,135.1977426,岡崎保育園,770,3,社会福祉法人,和歌山県和歌山市井辺１３４－２,https://www.gaccom.jp/nurseryschool-18663.html,34.21733390000001,135.2112741,日前幼稚園,740,3,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,450,2,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,向陽病院,160,0,和歌山県和歌山市津秦40,泌尿器科リハビリテーション科外科内科脳神経外科放射線科整形外科消化器科循環器科,34.2229023,135.2043809,業務スーパー 神前店,620,3,和歌山県和歌山市神前164-1,34.2166164,135.2010285,セブンイレブン 和歌山津秦店,30,0,和歌山県和歌山市津秦169-2,135.2044551,34.2211568
賃貸アパート,メルローズ津秦,和歌山県和歌山市津秦,わかやま電鉄貴志川線/神前駅 歩12分,わかやま電鉄貴志川線/日前宮駅 歩15分,わかやま電鉄貴志川線/竈山駅 歩20分,29,2階建,1階,7.55,0.33,0.0,0.0,4LDK,106.88,https://suumo.jp/chintai/jnc_000084098244/?bc=100347112374,34.2214456,135.2044487,和歌山県和歌山市津秦,宮地区,第6ブロック,中心部地域,1,和歌山東公園,650,3,和歌山県和歌山市北出島133,"和歌山東公園は、充実のスポーツ施設を有する都市公園です。市民球場や体育館など、スポーツを楽しむ多くの人々が訪れます。
また、スポーツ施設だけでなく、市民...",34.2194075,135.1977426,岡崎保育園,770,3,社会福祉法人,和歌山県和歌山市井辺１３４－２,https://www.gaccom.jp/nurseryschool-18663.html,34.21733390000001,135.2112741,日前幼稚園,740,3,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,450,2,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,向陽病院,160,0,和歌山県和歌山市津秦40,泌尿器科リハビリテーション科外科内科脳神経外科放射線科整形外科消化器科循環器科,34.2229023,135.2043809,業務スーパー 神前店,620,3,和歌山県和歌山市神前164-1,34.2166164,135.2010285,セブンイレブン 和歌山津秦店,30,0,和歌山県和歌山市津秦169-2,135.2044551,34.2211568
賃貸アパート,わかやま電鉄貴志川線 神前駅 2階建 築29年,和歌山県和歌山市津秦,わかやま電鉄貴志川線/神前駅 歩11分,,,29,2階建,1階,7.55,0.33,0.0,0.0,4LDK,106.88,https://suumo.jp/chintai/jnc_000084179789/?bc=100339581132,34.2214456,135.2044487,和歌山県和歌山市津秦,宮地区,第6ブロック,中心部地域,1,和歌山東公園,650,3,和歌山県和歌山市北出島133,"和歌山東公園は、充実のスポーツ施設を有する都市公園です。市民球場や体育館など、スポーツを楽しむ多くの人々が訪れます。
また、スポーツ施設だけでなく、市民...",34.2194075,135.1977426,岡崎保育園,770,3,社会福祉法人,和歌山県和歌山市井辺１３４－２,https://www.gaccom.jp/nurseryschool-18663.html,34.21733390000001,135.2112741,日前幼稚園,740,3,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,450,2,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,向陽病院,160,0,和歌山県和歌山市津秦40,泌尿器科リハビリテーション科外科内科脳神経外科放射線科整形外科消化器科循環器科,34.2229023,135.2043809,業務スーパー 神前店,620,3,和歌山県和歌山市神前164-1,34.2166164,135.2010285,セブンイレブン 和歌山津秦店,30,0,和歌山県和歌山市津秦169-2,135.2044551,34.2211568
賃貸アパート,わかやま電鉄貴志川線 神前駅 2階建 築29年,和歌山県和歌山市津秦,わかやま電鉄貴志川線/神前駅 歩11分,,,29,2階建,1階,7.55,0.33,0.0,0.0,4LDK,106.88,https://suumo.jp/chintai/jnc_000084179789/?bc=100339581132,34.2214456,135.2044487,和歌山県和歌山市津秦,宮地区,第6ブロック,中心部地域,1,和歌山東公園,650,3,和歌山県和歌山市北出島133,"和歌山東公園は、充実のスポーツ施設を有する都市公園です。市民球場や体育館など、スポーツを楽しむ多くの人々が訪れます。
また、スポーツ施設だけでなく、市民...",34.2194075,135.1977426,岡崎保育園,770,3,社会福祉法人,和歌山県和歌山市井辺１３４－２,https://www.gaccom.jp/nurseryschool-18663.html,34.21733390000001,135.2112741,日前幼稚園,740,3,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,450,2,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,向陽病院,160,0,和歌山県和歌山市津秦40,泌尿器科リハビリテーション科外科内科脳神経外科放射線科整形外科消化器科循環器科,34.2229023,135.2043809,業務スーパー 神前店,620,3,和歌山県和歌山市神前164-1,34.2166164,135.2010285,セブンイレブン 和歌山津秦店,30,0,和歌山県和歌山市津秦169-2,135.2044551,34.2211568
賃貸一戸建て,リファレンス,和歌山県和歌山市北出島,わかやま電鉄貴志川線/田中口駅 歩7分,わかやま電鉄貴志川線/日前宮駅 歩16分,ＪＲ和歌山線/和歌山駅 歩14分,2,2階建,1階,12.3,0.0,12.3,24.6,3LDK,97.7,https://suumo.jp/chintai/jnc_000068198478/?bc=100330857333,34.2215737,135.1950827,和歌山県和歌山市北出島,宮地区,第6ブロック,中心部地域,1,和歌山東公園,340,1,和歌山県和歌山市北出島133,"和歌山東公園は、充実のスポーツ施設を有する都市公園です。市民球場や体育館など、スポーツを楽しむ多くの人々が訪れます。
また、スポーツ施設だけでなく、市民...",34.2194075,135.1977426,宮保育所,890,4,市区町村,和歌山県和歌山市太田４丁目５番－２０,https://www.gaccom.jp/nurseryschool-18697.html,34.2291934,135.1984352,日前幼稚園,980,4,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,新南小学校,790,3,254,20,14学級/平均18.1人,和歌山市木広町４丁目２３番地,田中口駅から335m,https://www.gaccom.jp/schools-22484.html,34.2264415,135.1887026,須佐病院,640,3,和歌山県和歌山市吹屋町4丁目30,リハビリテーション科形成外科外科内科麻酔科脳神経外科放射線科整形外科消化器科,34.2253018,135.1896737,ザ・ロウズ 太田店,630,3,和歌山県和歌山市太田100-1,34.2271901,135.1938453,ローソン 和歌山新中島店,590,2,和歌山県和歌山市新中島字下ノ覚128-8,135.1980094,34.2168021
賃貸一戸建て,ＪＲ紀勢本線 宮前駅 2階建 築36年,和歌山県和歌山市新中島,ＪＲ紀勢本線/宮前駅 歩11分,わかやま電鉄貴志川線/神前駅 歩12分,わかやま電鉄貴志川線/田中口駅 歩20分,36,2階建,1階,7.5,0.0,7.5,15.0,4LDK,80.19,https://suumo.jp/chintai/jnc_000085208419/?bc=100347104933,34.2168021,135.1980094,和歌山県和歌山市新中島,宮前地区,第6ブロック,中心部地域,1,和歌山東公園,290,1,和歌山県和歌山市北出島133,"和歌山東公園は、充実のスポーツ施設を有する都市公園です。市民球場や体育館など、スポーツを楽しむ多くの人々が訪れます。
また、スポーツ施設だけでなく、市民...",34.2194075,135.1977426,杭ノ瀬保育所,370,1,市区町村,和歌山県和歌山市杭ノ瀬１９－８,https://www.gaccom.jp/nurseryschool-18706.html,34.2134103,135.1979728,さつきこども園（幼）,980,4,私立,和歌山県和歌山市中島70-8,https://www.gaccom.jp/kindergarten-99143.html,34.2123531,135.1887592,宮前小学校,1190,5,617,41,25学級/平均24.7人,和歌山市北中島１丁目７番４号,宮前駅から246m,https://www.gaccom.jp/schools-22493.html,34.2123539,135.1861941,向陽病院,890,4,和歌山県和歌山市津秦40,泌尿器科リハビリテーション科外科内科脳神経外科放射線科整形外科消化器科循環器科,34.2229023,135.2043809,業務スーパー 神前店,270,1,和歌山県和歌山市神前164-1,34.2166164,135.2010285,ローソン 和歌山新中島店,0,0,和歌山県和歌山市新中島字下ノ覚128-8,135.1980094,34.2168021
賃貸一戸建て,ＪＲ紀勢本線 宮前駅 2階建 築36年,和歌山県和歌山市新中島,ＪＲ紀勢本線/宮前駅 歩11分,わかやま電鉄貴志川線/神前駅 歩12分,わかやま電鉄貴志川線/田中口駅 歩20分,36,2階建,1階,7.5,0.0,7.5,15.0,4LDK,80.19,https://suumo.jp/chintai/jnc_000085208419/?bc=100347104933,34.2168021,135.1980094,和歌山県和歌山市新中島,宮前地区,第6ブロック,中心部地域,1,和歌山東公園,290,1,和歌山県和歌山市北出島133,"和歌山東公園は、充実のスポーツ施設を有する都市公園です。市民球場や体育館など、スポーツを楽しむ多くの人々が訪れます。
また、スポーツ施設だけでなく、市民...",34.2194075,135.1977426,杭ノ瀬保育所,370,1,市区町村,和歌山県和歌山市杭ノ瀬１９－８,https://www.gaccom.jp/nurseryschool-18706.html,34.2134103,135.1979728,さつきこども園（幼）,980,4,私立,和歌山県和歌山市中島70-8,https://www.gaccom.jp/kindergarten-99143.html,34.2123531,135.1887592,宮前小学校,1190,5,617,41,25学級/平均24.7人,和歌山市北中島１丁目７番４号,宮前駅から246m,https://www.gaccom.jp/schools-22493.html,34.2123539,135.1861941,向陽病院,890,4,和歌山県和歌山市津秦40,泌尿器科リハビリテーション科外科内科脳神経外科放射線科整形外科消化器科循環器科,34.2229023,135.2043809,業務スーパー 神前店,270,1,和歌山県和歌山市神前164-1,34.2166164,135.2010285,ローソン 和歌山新中島店,0,0,和歌山県和歌山市新中島字下ノ覚128-8,135.1980094,34.2168021
